0.63664,0.40412
0.20495,0.94148
0.67267,0.47754
0.21752,0.66453
0.060895,0.44095
0.033474,0.0096672
0.57462,0.25288
0.6374,0.16777
0.69825,0.77579
0.9824,0.82493
0.81938,0.036454
0.6349,0.36198
0.23549,0.87812
0.23611,0.8962
0.92885,0.64853
0.065693,0.07995
0.89142,0.39933
0.93429,0.73552
0.096779,0.044388
0.1802,0.077414
0.88764,0.25249
0.18814,0.90102
0.75319,0.95201
0.75161,0.089606
0.97329,0.65957
0.78348,0.46575
0.39022,0.8239
0.69025,0.0093387
0.49522,0.12631
0.57253,0.22174
0.60964,0.80293
0.85861,0.57141
0.44804,0.43714
0.072759,0.88933
0.46235,0.59273
0.98344,0.85094
0.49958,0.46207
0.074551,0.51223
0.42388,0.63702
0.15594,0.29835
0.063705,0.81138
0.87963,0.44386
0.75823,0.76063
0.28936,0.84386
0.79685,0.15579
0.2387,0.69592
0.32251,0.72858
0.028149,0.71535
0.19805,0.31758
0.69809,0.98733
0.37211,0.76852
0.28842,0.013564
0.77622,0.37828
0.27071,0.4617
0.90618,0.1041
0.31975,0.02446
0.3374,0.12429
0.0056569,0.57305
0.75327,0.74534
0.39171,0.28617
0.21623,0.87151
0.91445,0.74043
0.29801,0.19285
0.1794,0.21809
0.028072,0.55344
0.56848,0.84555
0.5713,0.081992
0.30615,0.8042
0.15856,0.81497
0.037301,0.67852
0.98332,0.8165
0.036138,0.33739
0.6607,0.29795
0.70401,0.072336
0.82573,0.97725
0.80681,0.28312
0.92756,0.07412
0.25727,0.23049
0.62613,0.063764
0.39196,0.90477
0.27286,0.50462
0.25006,0.81954
0.90276,0.3088
0.90635,0.46326
0.030915,0.8209
0.78655,0.65129
0.99365,0.84701
0.86066,0.021696
0.54946,0.13541
0.012641,0.33454
0.21333,0.55511
0.59398,0.43221
0.72851,0.57323
0.014539,0.70486
0.50721,0.91127
0.77763,0.41732
0.8895,0.54751
0.78119,0.96184
0.66556,0.96035
0.87027,0.96315
0.99373,0.28222
0.16995,0.13739
0.045093,0.21036
0.38509,0.38235
0.043935,0.14408
0.29839,0.1558
0.87125,0.19986
0.41906,0.19334
0.48704,0.67447
0.38655,0.76109
0.62357,0.78722
0.037438,0.33758
0.47342,0.43771
0.19831,0.71368
0.55094,0.19327
0.97536,0.37486
0.61826,0.81325
0.86741,0.063626
0.84384,0.35529
0.8756,0.33968
0.60361,0.58712
0.33712,0.56235
0.32278,0.18797
0.86707,0.23923
0.30045,0.22236
0.45251,0.52355
0.84309,0.083365
0.80719,0.44345
0.45334,0.028043
0.99634,0.42127
0.29867,0.69363
0.27598,0.84546
0.21188,0.24946
0.71207,0.42693
0.0048513,0.14306
0.47195,0.18727
0.1078,0.84887
0.42719,0.47588
0.97064,0.62788
0.736,0.67844
0.32998,0.80487
0.16595,0.42123
0.57638,0.095828
0.060286,0.77046
0.48235,0.33039
0.29852,0.12569
0.74309,0.95035
0.68282,0.44318
0.43777,0.72359
0.049728,0.099532
0.42136,0.45301
0.77573,0.6191
0.18912,0.75688
0.70487,0.9998
0.34026,0.64339
0.58708,0.22548
0.449,0.45353
0.20654,0.94985
0.4861,0.25452
0.67139,0.56308
0.99837,0.64297
0.37883,0.73111
0.33445,0.48242
0.79559,0.94696
0.69544,0.61351
0.97562,0.35918
0.82506,0.70658
0.92174,0.70633
0.38636,0.76366
0.43652,0.16783
0.95142,0.52378
0.98967,0.36607
0.4763,0.53755
0.84076,0.25331
0.46538,0.52849
0.022618,0.80225
0.54005,0.52723
0.77232,0.34909
0.66806,0.65351
0.027908,0.92668
0.82468,0.92549
0.085855,0.17561
0.53432,0.95298
0.046688,0.29773
0.41362,0.59341
0.038459,0.49535
0.53115,0.37452
0.92854,0.24317
0.41224,0.046296
0.70823,0.71731
0.26047,0.94648
0.86195,0.83188
0.28131,0.23705
0.27125,0.90219
0.68334,0.10145
0.6206,0.70895
0.36825,0.69154
0.098621,0.57741
0.72217,0.035058
0.62308,0.079967
0.80313,0.13811
0.938,0.4804
0.8543,0.89348
0.89349,0.65491
0.13211,0.39676
0.52129,0.14511
0.031889,0.35723
0.62929,0.63471
0.79501,0.064913
0.1542,0.39537
0.88021,0.36556
0.83499,0.93393
0.13587,0.78607
0.39306,0.71406
0.091515,0.020121
0.19932,0.24136
0.57975,0.81395
0.85045,0.29722
0.2007,0.76734
0.48139,0.84782
0.85738,0.20423
0.53555,0.28613
