775,2,1,1
171,1,1,1
807,1,1,1
403,1,1,1
862,1,1,1
213,1,1,1
809,2,1,1
353,2,1,1
860,2,1,1
983,-1,0,0
381,-1,0,0
51,2,1,1
487,-1,0,0
572,-1,0,0
223,2,1,1
465,2,1,1
956,-1,0,0
214,-1,0,0
197,2,1,1
625,-1,0,0
464,-1,0,0
282,2,1,1
516,2,1,1
348,2,1,1
784,-1,0,0
755,-1,0,0
503,2,1,1
538,-1,0,0
715,-1,0,0
722,2,1,1
220,2,1,1
768,-1,0,0
455,-1,0,0
578,2,1,1
933,-1,0,0
70,-1,0,0
408,1,1,1
626,2,1,1
285,2,1,1
445,2,1,1
643,-1,0,0
119,-1,0,0
481,2,1,1
142,-1,0,0
974,-1,0,0
668,2,1,1
154,2,1,1
380,-1,0,0
630,-1,0,0
364,2,1,1
241,-1,0,0
573,-1,0,0
671,2,1,1
925,2,1,1
520,2,1,1
494,-1,0,0
928,-1,0,0
398,2,1,1
689,-1,0,0
808,-1,0,0
853,2,1,1
334,2,1,1
605,-1,0,0
5,-1,0,0
59,2,1,0
479,-1,0,0
429,1,1,1
259,1,1,1
858,2,1,1
563,2,1,1
168,2,1,1
576,-1,0,0
582,-1,0,0
195,2,1,1
874,-1,0,0
208,-1,0,0
546,2,1,1
48,2,1,1
409,-1,0,0
38,-1,0,0
108,2,1,1
856,-1,0,0
854,-1,0,0
21,2,1,1
603,2,1,1
682,2,1,1
179,-1,0,0
752,-1,0,0
335,2,1,1
281,-1,0,0
192,-1,0,0
629,2,1,1
239,2,1,1
762,-1,0,0
783,-1,0,0
249,2,1,1
986,-1,0,0
331,-1,0,0
951,1,1,1
795,2,1,1
579,2,1,1
739,2,1,1
53,-1,0,0
224,-1,0,0
289,2,1,1
760,-1,0,0
27,-1,0,0
540,2,1,1
462,2,1,1
149,-1,0,0
444,-1,0,0
779,2,1,1
987,-1,0,0
83,-1,0,0
11,2,1,1
265,2,1,1
981,2,1,1
296,-1,0,0
244,-1,0,0
344,2,1,1
881,-1,0,0
173,-1,0,0
68,2,1,1
418,2,1,1
314,-1,0,0
66,-1,0,0
31,2,1,0
67,-1,0,0
347,1,1,1
438,1,1,1
319,1,1,1
598,2,1,1
206,2,1,1
638,2,1,1
76,-1,0,0
233,-1,0,0
764,2,1,1
592,-1,0,0
781,-1,0,0
844,2,1,1
91,2,1,1
934,-1,0,0
529,-1,0,0
439,2,1,1
199,-1,0,0
284,-1,0,0
620,2,1,1
298,2,1,1
500,2,1,1
88,-1,0,0
871,-1,0,0
342,2,1,1
355,-1,0,0
43,-1,0,0
916,2,1,1
732,2,1,1
135,-1,0,0
4,-1,0,0
215,2,1,1
841,-1,0,0
971,-1,0,0
731,1,1,1
745,2,1,1
949,2,1,1
337,2,1,1
92,-1,0,0
700,-1,0,0
610,2,1,1
562,-1,0,0
125,-1,0,0
619,2,1,1
677,2,1,1
699,-1,0,0
388,-1,0,0
847,2,1,1
649,-1,0,0
553,-1,0,0
156,2,1,1
396,2,1,1
589,2,1,1
567,-1,0,0
676,-1,0,0
85,2,1,1
639,-1,0,0
65,-1,0,0
390,2,1,1
679,2,1,1
973,-1,0,0
387,-1,0,0
885,2,1,0
124,-1,0,0
819,1,1,1
78,1,1,1
513,2,1,1
678,2,1,1
812,2,1,1
816,-1,0,0
100,-1,0,0
867,2,1,1
615,-1,0,0
180,-1,0,0
997,2,1,1
339,2,1,1
609,-1,0,0
106,-1,0,0
238,2,1,1
32,-1,0,0
545,-1,0,0
810,2,1,1
915,2,1,1
944,2,1,1
99,-1,0,0
584,-1,0,0
501,2,1,1
530,-1,0,0
147,-1,0,0
184,2,1,1
695,2,1,1
356,-1,0,0
34,-1,0,0
622,2,1,0
551,-1,0,0
341,1,1,1
287,2,1,1
1,2,1,1
711,2,1,1
304,-1,0,0
221,-1,0,0
514,2,1,1
231,-1,0,0
482,-1,0,0
673,2,1,1
406,2,1,1
188,-1,0,0
909,-1,0,0
161,2,1,1
163,-1,0,0
855,-1,0,0
200,2,1,1
362,2,1,1
653,2,1,1
694,-1,0,0
897,-1,0,0
693,2,1,1
633,-1,0,0
433,-1,0,0
29,2,1,1
698,2,1,1
499,-1,0,0
512,-1,0,0
526,2,1,0
793,-1,0,0
805,1,1,1
15,1,1,1
525,1,1,1
570,1,1,1
827,2,1,1
995,2,1,1
660,2,1,1
203,-1,0,0
389,-1,0,0
826,2,1,1
235,-1,0,0
480,-1,0,0
117,2,1,1
725,2,1,1
190,-1,0,0
507,-1,0,0
411,2,1,1
102,-1,0,0
419,-1,0,0
84,2,1,1
657,2,1,1
642,2,1,1
375,-1,0,0
607,-1,0,0
12,2,1,1
222,-1,0,0
94,-1,0,0
111,2,1,1
724,2,1,1
849,-1,0,0
286,-1,0,0
194,2,1,1
918,-1,0,0
141,-1,0,0
804,1,1,1
324,2,1,1
905,2,1,1
729,2,1,1
763,-1,0,0
61,-1,0,0
291,2,1,1
472,-1,0,0
943,-1,0,0
488,2,1,1
486,2,1,1
453,-1,0,0
172,-1,0,0
367,2,1,1
656,-1,0,0
906,-1,0,0
884,2,1,1
467,2,1,1
798,2,1,1
504,-1,0,0
205,-1,0,0
591,2,1,1
920,-1,0,0
696,-1,0,0
292,2,1,1
680,2,1,1
262,-1,0,0
303,-1,0,0
405,2,1,0
833,-1,0,0
484,1,1,1
392,1,1,1
271,2,1,1
128,2,1,1
450,2,1,1
669,-1,0,0
940,-1,0,0
953,2,1,1
831,-1,0,0
143,-1,0,0
746,2,1,1
569,2,1,1
305,-1,0,0
837,-1,0,0
744,2,1,1
720,-1,0,0
917,-1,0,0
840,2,1,1
767,2,1,1
948,2,1,1
495,-1,0,0
131,-1,0,0
670,2,1,1
851,-1,0,0
28,-1,0,0
75,2,1,1
921,2,1,1
645,-1,0,0
658,-1,0,0
561,2,1,0
979,-1,0,0
982,1,1,1
69,2,1,1
975,2,1,1
701,2,1,1
614,-1,0,0
470,-1,0,0
268,2,1,1
511,-1,0,0
647,-1,0,0
898,2,1,1
992,2,1,1
583,-1,0,0
899,-1,0,0
60,2,1,1
750,-1,0,0
351,-1,0,0
903,2,1,1
704,2,1,1
737,2,1,1
86,-1,0,0
634,-1,0,0
955,2,1,1
586,-1,0,0
443,-1,0,0
641,2,1,1
735,2,1,1
606,-1,0,0
758,-1,0,0
702,2,1,0
828,-1,0,0
90,1,1,1
14,1,1,1
753,1,1,1
911,2,1,1
185,2,1,1
594,2,1,1
877,-1,0,0
274,-1,0,0
703,2,1,1
919,-1,0,0
644,-1,0,0
349,2,1,1
369,2,1,1
628,-1,0,0
394,-1,0,0
118,2,1,1
910,-1,0,0
476,-1,0,0
872,2,1,1
564,2,1,1
876,2,1,1
422,-1,0,0
6,-1,0,0
824,2,1,1
146,-1,0,0
536,-1,0,0
81,2,1,1
246,2,1,1
640,-1,0,0
617,-1,0,0
177,2,1,1
226,-1,0,0
571,-1,0,0
46,1,1,1
323,2,1,1
155,2,1,1
442,2,1,1
8,-1,0,0
417,-1,0,0
967,2,1,1
716,-1,0,0
407,-1,0,0
338,2,1,1
260,2,1,1
556,-1,0,0
515,-1,0,0
510,2,1,1
534,-1,0,0
506,-1,0,0
681,2,1,1
518,2,1,1
63,2,1,1
936,-1,0,0
253,-1,0,0
412,2,1,1
964,-1,0,0
960,-1,0,0
829,2,1,1
806,2,1,1
400,-1,0,0
336,-1,0,0
632,2,1,0
463,-1,0,0
248,1,1,1
941,1,1,1
821,2,1,1
157,2,1,1
385,2,1,1
924,-1,0,0
600,-1,0,0
532,2,1,1
830,-1,0,0
254,-1,0,0
811,2,1,1
555,2,1,1
82,-1,0,0
217,-1,0,0
736,2,1,1
216,-1,0,0
186,-1,0,0
423,2,1,1
123,2,1,1
435,2,1,1
36,-1,0,0
354,-1,0,0
710,2,1,1
134,-1,0,0
565,-1,0,0
167,2,1,1
57,2,1,1
931,-1,0,0
945,-1,0,0
498,2,1,0
159,-1,0,0
17,1,1,1
328,2,1,1
883,2,1,1
593,2,1,1
278,-1,0,0
838,-1,0,0
528,2,1,1
329,-1,0,0
771,-1,0,0
95,2,1,1
785,2,1,1
878,-1,0,0
706,-1,0,0
759,2,1,1
893,-1,0,0
25,-1,0,0
148,2,1,1
293,2,1,1
227,2,1,1
267,-1,0,0
980,-1,0,0
544,2,1,1
475,-1,0,0
727,-1,0,0
426,2,1,1
112,2,1,1
814,-1,0,0
502,-1,0,0
428,2,1,0
393,-1,0,0
497,1,1,1
845,1,1,1
880,1,1,1
326,1,1,1
71,1,1,1
384,2,1,1
346,2,1,1
283,2,1,1
279,-1,0,0
685,-1,0,0
913,2,1,1
490,-1,0,0
663,-1,0,0
174,2,1,1
596,2,1,1
54,-1,0,0
368,-1,0,0
938,2,1,1
333,-1,0,0
560,-1,0,0
907,2,1,1
772,2,1,1
373,2,1,1
451,-1,0,0
635,-1,0,0
345,2,1,1
431,-1,0,0
714,-1,0,0
374,2,1,1
436,2,1,1
162,-1,0,0
45,-1,0,0
363,2,1,1
984,-1,0,0
947,-1,0,0
440,1,1,1
613,2,1,1
843,2,1,1
930,2,1,1
229,-1,0,0
300,-1,0,0
201,2,1,1
105,-1,0,0
738,-1,0,0
491,2,1,1
37,2,1,1
667,-1,0,0
942,-1,0,0
139,2,1,1
914,-1,0,0
62,-1,0,0
850,2,1,1
672,2,1,1
769,2,1,1
541,-1,0,0
749,-1,0,0
22,2,1,1
587,-1,0,0
577,-1,0,0
723,2,1,1
756,2,1,1
574,-1,0,0
160,-1,0,0
166,2,1,0
889,-1,0,0
473,1,1,1
988,1,1,1
477,2,1,1
996,2,1,1
527,2,1,1
317,-1,0,0
712,-1,0,0
618,2,1,1
646,-1,0,0
662,-1,0,0
311,2,1,1
47,2,1,1
352,-1,0,0
549,-1,0,0
13,2,1,1
204,-1,0,0
237,-1,0,0
852,2,1,1
770,2,1,1
688,2,1,1
537,-1,0,0
80,-1,0,0
901,2,1,1
26,-1,0,0
350,-1,0,0
655,2,1,1
815,2,1,1
330,-1,0,0
458,-1,0,0
902,2,1,0
796,-1,0,0
18,1,1,1
777,2,1,1
170,2,1,1
189,2,1,1
7,-1,0,0
430,-1,0,0
378,2,1,1
559,-1,0,0
651,-1,0,0
543,2,1,1
604,2,1,1
126,-1,0,0
457,-1,0,0
72,2,1,1
219,-1,0,0
104,-1,0,0
939,2,1,1
926,2,1,1
922,2,1,1
969,-1,0,0
202,-1,0,0
258,2,1,1
590,-1,0,0
623,-1,0,0
